ID,LON,LAT
"264",132.714418771705,34.6650855040842
"265",132.882399378124,34.8025732477877
"266",132.846402169822,34.8167708431259
"267",132.841402785872,34.8114713470404
"270",132.83240423801,34.7909735166402
"280",133.236375139846,34.5640082526052
"281",133.339367991009,34.4988179387501
"282",133.353366018629,34.5218156068785
"283",133.357365715221,34.5201158878028
"275",132.319456059052,34.6087836873775
"276",132.433448040681,34.5350945503857
"277",132.533440615979,34.4838025397637
"278",132.493444889747,34.4615042651259
"279",132.508442098966,34.5087991431864
